evidence_id,evidence_type,building_id,link_method,reason,filename,source_collection,caption,original_image_url
iitk_rc_014,image,bldg_b5ff25ec78f3,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_014_Skj3_07.jpg,IITK_NICEE_Bhuj_RC,Collapse of upper storey of buildings at Gandhidham. It is suspected that this may have been caused by inadequate lap lengths in the column reinforcement.,https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/Skj3_07.jpg
iitk_rc_015,image,bldg_3634afd214fc,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_015_Skc2_31.jpg,IITK_NICEE_Bhuj_RC,Collapse of ground storey of a two-storey RC frame building in Manfara village.,https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/Skc2_31.jpg
iitk_rc_016,image,bldg_e29504e795c7,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_016_Skc2_02.jpg,IITK_NICEE_Bhuj_RC,Collapse of the RC frame shelter at a bus stop near Pundi village.,https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/Skc2_02.jpg
iitk_rc_017,image,bldg_bdaf48a042fe,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_017_D07_10.jpg,IITK_NICEE_Bhuj_RC,One of the numerous RC frame multistory buildings at Ahmedabad that withstood the earthquake shaking with only minor cracking in the masonry infill walls.,https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/D07_10.jpg
iitk_rc_018,image,bldg_462ce28f68e2,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_018_Skj1_21.jpg,IITK_NICEE_Bhuj_RC,The practice of floating columns in the upper storeys is very common in the cities in India. Close-up view shows shear cracks in the cantilever stub beam supporting a floating column in a 4-storey RC frame residential building in Ahmedabad.,https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/Skj1_21.jpg
iitk_rc_019,image,bldg_462ce28f68e2,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_019_D06_03.jpg,IITK_NICEE_Bhuj_RC,The practice of floating columns in the upper storeys is very common in the cities in India. Close-up view shows shear cracks in the cantilever stub beam supporting a floating column in a 4-storey RC frame residential building in Ahmedabad.,https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/D06_03.jpg
iitk_rc_020,image,bldg_01b8fb23c306,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_020_Skj4_25.jpg,IITK_NICEE_Bhuj_RC,These columns left for future extension show inadequate spacing of stirrups.,https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/Skj4_25.jpg
iitk_rc_021,image,bldg_159082d68845,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_021_Skj8_09.jpg,IITK_NICEE_Bhuj_RC,The area also offered examples of good RC detailing; residential building of Telecom department under construction at Bhuj.,https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/Skj8_09.jpg
iitk_rc_022,image,bldg_159082d68845,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_022_Skj8_08.jpg,IITK_NICEE_Bhuj_RC,The area also offered examples of good RC detailing; residential building of Telecom department under construction at Bhuj.,https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/Skj8_08.jpg
iitk_rc_023,image,bldg_7c3d242f6920,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_023_skj1_14.jpg,IITK_NICEE_Bhuj_RC,Severe shear cracking sustained by the RC elevator core wall in a four-storey RC frame building in Ahmedabad.,https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/skj1_14.jpg
iitk_rc_024,image,bldg_7be56d9b2f12,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_024_D40_07.jpg,IITK_NICEE_Bhuj_RC,Insufficient connection between the RC elevator core and rest of the building lead to the underutilization of the lateral strength and stiffness of the elevator core.,https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/D40_07.jpg
iitk_rc_025,image,bldg_9b7a1a284d85,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_025_Skj4_34.jpg,IITK_NICEE_Bhuj_RC,"A school in Gandhidham had both traditional construction as well as RC precast buildings. In the precast building, the roof panels were dislodged atop the precast frame/wall system due to inadequate connections. In contrast, the traditional constructions alongside did better.",https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/Skj4_34.jpg
iitk_rc_026,image,bldg_9b7a1a284d85,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_026_Skj4_10.jpg,IITK_NICEE_Bhuj_RC,"A school in Gandhidham had both traditional construction as well as RC precast buildings. In the precast building, the roof panels were dislodged atop the precast frame/wall system due to inadequate connections. In contrast, the traditional constructions alongside did better.",https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/Skj4_10.jpg
iitk_rc_027,image,bldg_9b7a1a284d85,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_027_Skj4_08.jpg,IITK_NICEE_Bhuj_RC,"A school in Gandhidham had both traditional construction as well as RC precast buildings. In the precast building, the roof panels were dislodged atop the precast frame/wall system due to inadequate connections. In contrast, the traditional constructions alongside did better.",https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/Skj4_08.jpg
iitk_rc_028,image,bldg_1a8f4e2c0f4e,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_028_D37_03.jpg,IITK_NICEE_Bhuj_RC,Partial collapse of the roof due to failure of ties between prestressed concrete trusses of the warehouse at Kandla port. Close-up view shows the failure of the connection welding between the tie and the truss.,https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/D37_03.jpg
iitk_rc_029,image,bldg_1a8f4e2c0f4e,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_029_D37_08.jpg,IITK_NICEE_Bhuj_RC,Partial collapse of the roof due to failure of ties between prestressed concrete trusses of the warehouse at Kandla port. Close-up view shows the failure of the connection welding between the tie and the truss.,https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/D37_08.jpg
iitk_rc_030,image,bldg_774c32b678b8,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_030_Skj0_34.jpg,IITK_NICEE_Bhuj_RC,"Buildings with open ground storeys in the affected area were ""propped"" by structural steel sections and wooded posts as an immediate measure by the residents.",https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/Skj0_34.jpg
iitk_rc_031,image,bldg_af357b0d15ba,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_031_Skj0_31.jpg,IITK_NICEE_Bhuj_RC,"Improper jacketing of columns that was practiced immediately after the earthquake in numerous buildings at Ahmedabad. The new frame to be encased in concrete rested on the finished ground floor and not carried to the foundation. Similarly, it did not connect well with the beams above. Even the plaster of beams and columns was not removed.",https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/Skj0_31.jpg
iitk_rc_032,image,bldg_af357b0d15ba,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_032_Skj1_22.jpg,IITK_NICEE_Bhuj_RC,"Improper jacketing of columns that was practiced immediately after the earthquake in numerous buildings at Ahmedabad. The new frame to be encased in concrete rested on the finished ground floor and not carried to the foundation. Similarly, it did not connect well with the beams above. Even the plaster of beams and columns was not removed.",https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/Skj1_22.jpg
iitk_rc_033,image,bldg_e8bbd016b6f9,caption_group,Image belongs to a same-caption group inside one source collection.,iitk_rc_033_Skj1_19.jpg,IITK_NICEE_Bhuj_RC,"In some instances, a structural steel member was placed adjoining the RC damaged column. The old columns together with the adjoining steel member were jacketed with concrete. In this instance, the steel column was taken below the floor level but not extended till the foundation.",https://www.iitk.ac.in/nicee/EQ_Reports/Bhuj/Skj1_19.jpg
bhuj_2001_001,image,bldg_c4f5ec455952,caption_group,Image belongs to a same-caption group inside one source collection.,001_3758448652.jpg,GEER_Bhuj_2001,Map detailing damage and casualties from India's devastating earthquake with table listing international aid pledged so far.,https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/3758448652.jpg
bhuj_2001_002,image,bldg_331782500b03,caption_group,Image belongs to a same-caption group inside one source collection.,002_imdf03804.jpg,GEER_Bhuj_2001,"AHMEDABAD: Indians look at an earthquake-damaged building in Ahmedabad on January 27, 2001. News reports said on Saturday the death toll from the powerful quake which devastated western India on Friday has risen to 15,000. REUTERS/Kamal Kishore",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/imdf03804.jpg
bhuj_2001_003,image,bldg_80ef25b648de,caption_group,Image belongs to a same-caption group inside one source collection.,003_capt8.jpg,GEER_Bhuj_2001,"AHMEDABAD: Residents of Ahmedabad, India observe an elevator shaft of an eight storey building that collaped following an earthquake, Saturday Jan. 27, 2001, in India. The death toll from Friday's powerful quake that flattened cities in western India will rise to about 13,000, a regional official said Saturday as rescuers searched frantically for signs of life under mountains of concrete rubble.(AP Photo/Paras Shah)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt8.jpg
bhuj_2001_004,image,bldg_fb3e2e9ba4f8,caption_group,Image belongs to a same-caption group inside one source collection.,004_imdf03440.jpg,GEER_Bhuj_2001,"AHMEDABAD: Workers perched on a collapsed building dig through the rubble in Ahmedabad January 27, 2001, after a powerful earthquake killed tens of thousands in western India. As many as 15,000 people may have died in the massive quake which struck the region on Friday, the Indian Defence Minister was quoted as saying. REUTERS/Savita Kirloskar",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/imdf03440.jpg
bhuj_2001_005,image,bldg_4890556415c1,caption_group,Image belongs to a same-caption group inside one source collection.,005_imdf03292.jpg,GEER_Bhuj_2001,"AHMEDABAD: Policemen walk past the remains of a department store in Ahmedabad January 27, 2001, after a powerful earthquake wreaked havoc in western India. Nearly 10,000 people are feared dead after the powerful quake ripped through the region on Friday. REUTERS/Savita Kirloskar",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/imdf03292.jpg
bhuj_2001_006,image,bldg_2694fda225e1,caption_group,Image belongs to a same-caption group inside one source collection.,006_capt9.jpg,GEER_Bhuj_2001,"AHMEDABAD: Residents of Ahmedabad, India, survey earthquake damage Saturday, Jan. 27, 2001. Officials predicted as many as 6,000 may have been killed in the 7.9 magnitude earthquake in western India on Friday.(AP Photo/Saurabh Das)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt9.jpg
bhuj_2001_007,image,bldg_1f907a339165,caption_group,Image belongs to a same-caption group inside one source collection.,007_mdf10169.jpg,GEER_Bhuj_2001,"AHMEDABAD: Passersby gather around a collapsed building in Ahmedabad after a powerful earthquake killed hundreds in western India, January 26, 2001. The death toll in the quake that measured 7.9 on the Richter scale is expected to rise as rescue workers still try to extract people buried beneath the debris of collapsed buildings. ( Paras Shah/Reuters)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/mdf10169.jpg
bhuj_2001_008,image,bldg_4088886dad73,caption_group,Image belongs to a same-caption group inside one source collection.,008_mdf10294.jpg,GEER_Bhuj_2001,"AHMEDABAD: A building is reduced to rubble in Ahmedabad after a powerful earthquake killed over 1500 people in western India, January 26, 2001. The death toll in the quake is expected to rise as rescue workers still try to extract people buried under the debris of collapsed buildings. (Reuters)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/mdf10294.jpg
bhuj_2001_009,image,bldg_3a3333577e6b,caption_group,Image belongs to a same-caption group inside one source collection.,009_toi10.jpg,GEER_Bhuj_2001,AHMEDABAD: Rescue workers rummage through the debris of a four-storey building that collapsed in Ahmedabad. (AFP),https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/toi10.jpg
bhuj_2001_010,image,bldg_32daec08131d,caption_group,Image belongs to a same-caption group inside one source collection.,010_toi31.jpg,GEER_Bhuj_2001,"AHMEDABAD: A collapsed ten-story building (front), part of the Mansi apartment complex, is seen in the Vastrapur area of Ahmedabad. (AP)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/toi31.jpg
bhuj_2001_011,image,bldg_bf1cef9160b2,caption_group,Image belongs to a same-caption group inside one source collection.,011_india29.jpg,GEER_Bhuj_2001,"AHMEDABAD: A rescue worker takes a risk while sitting in front of a collapsed building, to disengage a gas cylinder, in Ahmedabad on Monday, January 29, 2001. Nearly 20,000 people have been killed in Friday's 7.9 magnitude earthquake that rocked western India. (AP photo/Sherwin Crasto)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/india29.jpg
bhuj_2001_012,image,bldg_06fad7629236,caption_group,Image belongs to a same-caption group inside one source collection.,012_india40.jpg,GEER_Bhuj_2001,"AHMEDABAD: Apartment buildings lean, as they are on the verge of collapse in Ahmedabad on Sunday, January 28, 2001, following a 7.9 magnitude earthquake in the area on Friday, killing thousands of people. (AP photo/Siddharth Darshan Kumar)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/india40.jpg
bhuj_2001_013,image,bldg_f3e92dd64d4e,caption_group,Image belongs to a same-caption group inside one source collection.,013_india74.jpg,GEER_Bhuj_2001,"AHMEDABAD: Cars are covered with rubble after an earthquake rocked the Indian subcontinent on Friday, January 26, 2001, in Ahmedabad. Hundreds of people were killed in the 7.9 magnitude earthquake in western India, with the epicentre of the quake lying in the Rann of Kutch. (AP photo/PTI)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/india74.jpg
bhuj_2001_014,image,bldg_8956a688c2ec,caption_group,Image belongs to a same-caption group inside one source collection.,014_capt12.jpg,GEER_Bhuj_2001,"AHMEDABAD: A Muslim man passes by Jhulta Minara or Shaking Minarets, in Ahmedabad, Friday Feb. 2, 2001. The 600 year old monument was among the dozens of ancient monuments which partially collapsed or were damaged during the quake. Thousands of people are believed to have been killed in last Friday's 7.9 magnitude earthquake that rocked the western region of India. (AP Photo/str)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt12.jpg
bhuj_2001_015,image,bldg_ec3b8aaf4147,caption_group,Image belongs to a same-caption group inside one source collection.,015_capt13.jpg,GEER_Bhuj_2001,"ANJAR: Homeless camps sit amidst earthquake rubble in the town of Anjar, Western India, Friday Feb. 2, 2001. More than 14,200 people have been confirmed killed and an estimated 600,000 left homeless by the Jan. 26 earthquake in the western state of Gujarat. (AP Photo/Amit Bhargava)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt13.jpg
bhuj_2001_016,image,bldg_42a032fdf39f,caption_group,Image belongs to a same-caption group inside one source collection.,016_capt5.jpg,GEER_Bhuj_2001,"ANJAR: French rescue squad member Gilles and his dog Izvor search for survivors in the rubble, in Anjar, India Monday Jan. 29, 2001. A massive earthquake hit western India on Friday killing many thousands of people. (AP Photo/Saurabh Das)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt5.jpg
bhuj_2001_017,image,bldg_f8838598193a,caption_group,Image belongs to a same-caption group inside one source collection.,017_mdf11914.jpg,GEER_Bhuj_2001,"ANJAR: An aerial view of the devastated village of Anjar in the earthquake stricken Kutch region of Gujarat seen February 1, 2001. Nearly 25,000 people are believed to have been killed by the earthquake that ravaged western India on January 26. (Paras Shah/Reuters)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/mdf11914.jpg
bhuj_2001_018,image,bldg_fe8574d242e0,caption_group,Image belongs to a same-caption group inside one source collection.,018_capt2.jpg,GEER_Bhuj_2001,"BHACHAU: An aerial view of the earthquake devastated center of the town of Bachau, some 70 kilometers (44 miles) east of Bhuj, in western India, Tuesday Jan. 30, 2001. The 7.9-magnitude tremor that hit the area last Friday, killed many thousands of people and left thousands more homeless. (AP Photo/Enric Marti)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt2.jpg
bhuj_2001_019,image,bldg_e8da6261da69,caption_group,Image belongs to a same-caption group inside one source collection.,019_imdf06067.jpg,GEER_Bhuj_2001,"BHACHAU: Hasmukh Dachao, 26, cradles his 15-month-old daughter Bhranti as they survey the wreckage that was once the village of Bhachau January 30, 2001 following Friday's earthquake. India's defense minister, George Fernandes predicted that the death toll from Friday's killer quake could reach 100,000. REUTERS/Jason Reed",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/imdf06067.jpg
bhuj_2001_020,image,bldg_8888839f66ba,caption_group,Image belongs to a same-caption group inside one source collection.,020_toi9.jpg,GEER_Bhuj_2001,BHACHAU: People of Bachau sit outside their homes on 27 January 2001 which were razed in Bhuj. (AFP),https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/toi9.jpg
bhuj_2001_021,image,bldg_f08f9352f058,caption_group,Image belongs to a same-caption group inside one source collection.,021_capt3.jpg,GEER_Bhuj_2001,"BHUJ: RETRANSMISSION OF XJM104 TO PROVIDE ALTERNATE CROP-- Rajesh Bhatt sits on the ruins of his home in Bhuj, India, Tuesday, Jan. 30, 2001. Thousands of people in India's western state of Gujarat were buried in Friday's 7.9 magnitude earthquake.(AP Photo/John Moore)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt3.jpg
bhuj_2001_022,image,bldg_c106fe2ed9c1,caption_group,Image belongs to a same-caption group inside one source collection.,022_capt7.jpg,GEER_Bhuj_2001,"BHUJ: Residents of Bhuj, India, scramble Sunday Jan. 28, 2001, over the rubble left from Friday's massive earthquake. As many as 13,000 people are believed to have been killed by Friday's 7.9 magnitude quake. The epicenter of the quake was near Bhuj, in western India. (AP Photo/Saurabh Das)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt7.jpg
bhuj_2001_023,image,bldg_e7d2398fc9ef,caption_group,Image belongs to a same-caption group inside one source collection.,023_30q16.jpg,GEER_Bhuj_2001,BHUJ: The General Hospital where staff and patients on Sunday were still being found under the debris.,https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/30q16.jpg
bhuj_2001_024,image,bldg_5a0c31c7079d,caption_group,Image belongs to a same-caption group inside one source collection.,024_29q1.jpg,GEER_Bhuj_2001,"BHUJ: A temple in Bhuj, affected by Friday's earthquake.",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/29q1.jpg
bhuj_2001_025,image,bldg_263fce0fe410,caption_group,Image belongs to a same-caption group inside one source collection.,025_29q5.jpg,GEER_Bhuj_2001,"BHUJ: Readers may remember this location from the Hollywood hit, Hum Dil De Chuke Sanam. Now, this is all that remains of the palace.",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/29q5.jpg
bhuj_2001_026,image,bldg_c052deb10525,caption_group,Image belongs to a same-caption group inside one source collection.,026_29q4.jpg,GEER_Bhuj_2001,BHUJ: A building poised precariously on the edge. Scenes tragically all too commonplace in Bhuj.,https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/29q4.jpg
bhuj_2001_027,image,bldg_c710525076ac,caption_group,Image belongs to a same-caption group inside one source collection.,027_capt15.jpg,GEER_Bhuj_2001,"DHORI: An Indian Army helicopter flies over a salt marsh at the epicentre of the recent earthquake that struck the area eight days ago near Dhori village, some 20 kilometers (12 miles) from Bhuj in the western Indian state of Gujarat, Saturday, Feb. 3, 2001. (AP Photo/Enric Marti)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt15.jpg
bhuj_2001_028,image,bldg_0317bfd9697d,caption_group,Image belongs to a same-caption group inside one source collection.,028_capt16.jpg,GEER_Bhuj_2001,"DHORI: Cracks on a salt marsh can be seen on this aerial view of the epicentre of the recent earthquake that hit last Friday, near Dhori village some 20 kilometers (12 miles) from Bhuj in the western Indian state of Gujarat, Saturday Feb. 3, 2001. (AP Photo/Enric Marti)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt16.jpg
bhuj_2001_029,image,bldg_a6c307232815,caption_group,Image belongs to a same-caption group inside one source collection.,029_capt17.jpg,GEER_Bhuj_2001,"DHORI: Cracks on a salt marsh can be seen on this aerial view of the epicentre of the recent earthquake near Dhori village some 20 km. (12 miles) from Bhuj in the western Indian state of Gujarat, Saturday Feb. 3, 2001. (AP Photo/Enric Marti)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt17.jpg
bhuj_2001_030,image,bldg_dc0a8321eb79,caption_group,Image belongs to a same-caption group inside one source collection.,030_mdf12184.jpg,GEER_Bhuj_2001,"DHORI: An aerial view of the epicenter of the recent earthquake shows huge cracks in the earth in a salt marsh near Dhori village in the western Indian state of Gujarat on February 2, 2001. The earthquake, which struck on January 26, killed an estimated 30,000 people. The length of the crack, from top to bottom, is about 200 yards. (Kamal Kishore/Reuters)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/mdf12184.jpg
bhuj_2001_031,image,bldg_f513501ef09e,caption_group,Image belongs to a same-caption group inside one source collection.,031_imdf08843.jpg,GEER_Bhuj_2001,"DHORI: An aerial view of the epicentre of the recent earthquake shows huge cracks in the earth in a salt marsh near Dhori village 20 kilometres from Bhuj in the western Indian state of Gujarat on February 2, 2001. The earthquake, which struck on January 26, killed an estimated 30,000 people. REUTERS/Kamal Kishore",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/imdf08843.jpg
bhuj_2001_032,image,bldg_578079133f13,caption_group,Image belongs to a same-caption group inside one source collection.,032_1275371536.jpg,GEER_Bhuj_2001,"DHORI: An aerial view of the epicentre of the recent earthquake shows a crater in a salt marsh near Dhori village 20 kilometres from Bhuj in Gujarat on February 2, 2001. REUTERS/Kamal Kishore",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/1275371536.jpg
bhuj_2001_033,image,bldg_071c02730000,caption_group,Image belongs to a same-caption group inside one source collection.,033_mdf12699.jpg,GEER_Bhuj_2001,"DHORI: Survivors of India's worst earthquake in 50 years place their hands into one of several cracks in the ground near the epicenter of the quake near Dhori village in the western Indian state of Gujarat on February 4, 2001. The earthquake, which struck on January 26, is thought to have killed at least 30,000 people. (Jayanta Shaw/Reuters)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/mdf12699.jpg
bhuj_2001_034,image,bldg_a73bfe1c7f34,caption_group,Image belongs to a same-caption group inside one source collection.,034_capt.jpg,GEER_Bhuj_2001,"GANDHIDHAM: A statue of Mahatma Gandhi is seen tilted at an angle in the town of Gandhidham, India Wednesday Jan. 31, 2001 after a massive earthquake on Friday. The earthquake killed many thousands, flattened villages and left hundreds of thousands homeless. (AP Photo/John McConnico)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt.jpg
bhuj_2001_035,image,bldg_d3616c5132b1,caption_group,Image belongs to a same-caption group inside one source collection.,035_mdf10102.jpg,GEER_Bhuj_2001,"HYDERABAD, PAKISTAN: People gather around a collapsed building in Hyderabad, about 100 miles from Pakistan's port city of Karachi, after an earthquake January 26, 2001. Residents across key Pakistani cities felt strong tremors from the powerful earthquake, the epicenter of which was in neighboring India, where at least 374 people died. ( Akram Shahid/Reuters)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/mdf10102.jpg
